text,intent,severity
@622715 You're welcome. Do keep us posted for any further concerns. ^KH,feedback,1
"@Tesco Any content differences will be minimal, just want to know price in store will be tonight man?",feedback,1
@669903 いつもご利用ありがとうございます！(((((((((((っ･ω･)っ ﾌﾞｰﾝ ET,feedback,1
It’s been a month and 3 days since I had placed an order on @115850. I have got “Order delayed” mail thrice already. Can’t even cancel. 😡,shipping_issue,1
@547165 We appreciate your interest in Fios. You can use https://t.co/ymYjBqyI8w to check our availability in your area. ^JRA,feedback,1
@TMobileHelp 😒😒,feedback,1
Um @115858 after i updated..my phone’s ringtone changed back to the basic ringtone even though it SAYS its suppose to be X-Chris Brown playing...what’s going on?,technical_issue,1
"@128594 The service center does not work on weekends and it would take 2-3 business days for the service to complete.  
Request you to DM for any other asistance. Thank you!
^ABH 2/2",other,2
@AppleSupport Looks like it’s working.  Thank you 🍎😀👍🏻,feedback,1
@382922 Please text cancel to 127 to deactivate auto renewal service. Thank you. SO,feedback,1
@115766 @150441 Fix your game bugisoft :v,feedback,1
"@210971 I'm sorry about that. Could you let us know which promotion you're referring to? If you're referring to the ""Join Prime 1/3 ^GK",feedback,1
On the 12:15 @VirginTrains from Manchester-London Euston. This train is SWELTERING!!! #turntheheatdown,technical_issue,1
"i’m really fucking over @115858 fucking high sierra update.
this shitty update has forced me to force close microsoft word so many times, i’ve lost the last two hours of my final paper and i am so fucking pissed and over this garbage.",other,3
@601427 Hello there! We're not aware of any service issues that might be related. Our friends @OfficeSupport may be able to help! ^TC,other,1
"@299314 We do advise that you carry photographic identification with you when travelling, such as a driving license. Children under 16 don't 2/3",other,2
@207912 We don't have access to your account from here to resend the email. Please write to us here:https://t.co/GIJyeYqKE0. ^VN,technical_issue,1
@231060 Hi Emma there is no issue with this :) - Sonia,feedback,1
"@sprintcare Yes, I am currently a sprint customer.",feedback,1
@655909 We still don't have any info on this. Fingers crossed we'll be able to have it soon. Stay tuned! /HR,other,1
"@AmazonHelp As per tracking the package reached station today 11.51 AM and still it not went out for delivery!!!  much tired of following up. Customer service should have escalated this issue to logistics, but no proper action.",shipping_issue,1
"@641858 Hello Patrick, is there anything I can assist you with? ^JH",other,1
@116062 hi! Do you know if you will be restocking  “Rustic X Side Table Weathered Wood - Threshold” !? I need a mate to the one I own!😓😳🤔,feedback,1
@163917 Pearson resolved the technical issue that was impacting access to your course(s). We apologize and thank you for your patience.,technical_issue,1
Boo. Pay to upgrade to First on @VirginAmerica SFO-PDX. IFE doesn't work at my seat and snacks (no meal) are better in MCS. #VXMileageRun https://t.co/4cnLu7eBzP,billing_issue,1
@ChipotleTweets thanks for poisoning me today in Houston. Holy shit I feel like I'm going to die.,feedback,1
@VirginAtlantic please contact me asap. In need of special assistance companion advice - for my mum on a flight with me,feedback,1
@XboxSupport Yes I need help my Xbox it's frozen and it's very warm is it sopposed to freeze on a app and become warm,technical_issue,1
@hulu_support They had me contact your support...who said it was a known issue. Is it a known issue that Student accounts aren't linking or not?,feedback,1
"@516960 Hello, I'm very sorry that you've encountered this ongoing service interruption in the 47404 area. Can you please DM me",feedback,1
"@116072 wouldn't it be GREAT service if you could,like many other companies,let your clients know when you are ""performing maintenance"" on the entire bank of connections before you knock service offline?",feedback,1
@DoorDash_Help I DM'd you but haven't heard anything...,feedback,1
@349730 We'd be happy to look into this with you! Send us a DM and we'll help out from there. https://t.co/GDrqU22YpT,other,1
"Launch your cloud project today with Amazon Lightsail. Starting at $5/month

 https://t.co/SEvaJ2E9NS",other,1
@508127 ... an alternative service? Thanks. - Andy,other,1
"@536969 @AldiUK Hi, customer support suggested trying 0164. I won't be home for a while to try it myself so hope it works for u @536969",feedback,1
@621889 Hi there! Our team works to respond to each individual inquiry in the order which they are received. We see your outreach and a member of our team will be following up to assist as soon as possible.,other,1
@TMobileHelp Note to 20-somethings: stop using exclamation points. Please.,feedback,1
@170756 Have you received any emails in relation to the order? ^JJ,feedback,1
"@163250 Bummer! I'm sorry. If you don't mind, please let us know here: https://t.co/0f6pFdYU9j -Zach",feedback,1
@804370 You're welcome. Take care. *TMT,feedback,1
@468514 I apologize for the experience. I can help with account concerns. What's going on? -StephanieA,account_issue,1
@232904 I would be happy to look further into new packages/promotions for you if you would provide your full address and the account associated phone number in a DM. -JW,other,1
"@AppleSupport hey my phone won't display Bluetooth devices. just sits here and loads for hours. tried resetting everything already. please help, thanks https://t.co/VXOFBLp6rj",feedback,1
"@751205 Hello, I would be happy to assist with any account concerns. To get started, please DM me your phone or account number – JWC",other,1
@417735 Sorry! We're still rolling out the new Hulu experience across platforms. For more info on WL/My Stuff: https://t.co/o4YxXCvyrK,other,1
Here’s a surprise! @Delta flight out of #Atlanta is delayed an hour (at least). Same for other flights of theirs. Just more crap service!,other,1
"@VirginTrains @305243 Hello again @VirginTrains . Return trip today 15:37 from LDN to MCR, coach F. This time the tray is so dirty it’s hair has stu#ck to the grime #unhappyagain #dirtyvirgintrain #lazybusiness https://t.co/E7jiNSlC5S",feedback,1
@703561 This is how we delight our customers by delivering the packages at the speed of light. ^SH,feedback,1
@728388 Hi! Login to https://t.co/KDKMy1BbDn to check your eligibility and see your iPhone offer :D -MP,feedback,1
@314828 How about a reckless legend? -Tara,other,1
"@121984, fiz pré venda de alguns jogos, porém ainda não recebi meu cupom de 20%.",feedback,1
"@241895 Thanks for the information. Prime Two-Day shipping refers to transit time, in business days, once your order has shipped.  Some orders require additional processing and handling. To learn more about how shipping is calculated, see here: https://t.co/ReuIZ3RwfS ^JP",feedback,1
@Uber_Support ya'll trash,other,1
@512406 Got it. Are these messages that have been sent from another device? Let us know in DM. https://t.co/GDrqU22YpT,other,1
@sprintcare You blew me off again!  Do you wish to fix this or no?  Call Ashley at 312-890-7112!,feedback,1
@148284 directly into the 240V UK mains socket while shaving- causing possible risk of electrocution when water is involved. Most bathrooms are fitted with a 2pin shaver socket as this is the only socket which is legally safe in a bathroom.,technical_issue,1
.@115940 just signed up for live TV and FS1 is buffering every 5 minutes..,technical_issue,1
@AmazonHelp ¿Y porque mi smart TV LG no tiene la app de prime vídeo?,feedback,1
@395613 I do apologise for this happening. Would you be able to DM me your order number? - Pete,other,1
@Delta I’m on the flight right now fam,feedback,1
@122998 We found some documentation that should help: https://t.co/SJHT05HmAl Let us know! ^SN,feedback,1
#uber a riders reasons for cancelling: the driver is taking too damn long to head my way or I see on the map that they are clearly lost,feedback,3
"@ArgosHelpers Could you? Because I have been lied to by customer service and my consumer rights are being breached, I do need help please?",feedback,1
"@499221 Let's meet up in DM, where we can discuss this in more detail. Thanks! https://t.co/GDrqU22YpT",other,1
@115858 @AppleSupport I’m seeing it in other people’s posts on FB too https://t.co/xwj0YKqrYm,other,1
@645475 Here to help! Send us a note here; https://t.co/Md7v036OoC and our team will be able to assist!,other,1
@640514 Hey there. Please try Restore Licenses to refresh your purchases: https://t.co/WATnmgS37Z,feedback,1
@134322 Sorry to hear that. We are unable to offer 18F. We do have 18D and 18E available as of right now.  *ALA,other,1
@123755 Here is a link that will help you Sammy 🙂 https://t.co/aYrgDOaiY6 ^BM,other,1
@661088 We have in app support as well as https://t.co/h840Iouehc.  Please contact us there and we'll be happy to take another look!,other,1
@116543 @XboxSupport,feedback,1
@SW_Help You could run extra trains between Woking and Waterloo though...presumably not convenient to your staff though?,feedback,1
"@306146 Great!
^TXA",feedback,1
"@373434 Hi there, Andrew! We don't like to hear you're experiencing poor service. Would you please DM us with more details? ^GageC",feedback,1
@204101 Happy to help! Please reach out through in app support or this link so we can do so: https://t.co/yqIhbGRNqi,other,1
"@245150 Ooh that does look tasty, Tess! 😋",feedback,1
"@235456 We are sorry for the inconvenience caused to you. As checked your number is barred by your previous operator for pending outstanding. Request you to visit them. If you have already visited, then please share the payment receipt to Idea store",feedback,1
@425032 Thanks for that! Looks as if your wireless strength is a little  1 ^RR,feedback,1
@GWRHelp Earlier engineering finish would spread demand.  More coaches would ease congestion. Appreciate difficult but solutions available - use them,feedback,1
"@XboxSupport I cannot sign into one of my accounts I have, everytime I try to click on it to sign in on that account it goes back to home",feedback,1
"@328349 Hello, Barry. Are you in need of any assistance? -SK",feedback,1
@AmazonHelp I already clearly mentioned  held on amazon app contest name :-amazon sale trail,feedback,1
@O2 I am trying to register my wife as a user and keep getting error message. I will try Firefox  or IE11,technical_issue,1
"@115993 Im trying to link a bank account but it just keeps saying ""We can't process your request right now. Please try again later.""  ive tried 2 different browsers and waited a week, please help",other,1
"@AmazonHelp Tienen 4 y  5 añitos , si son parte de la familia , cuando llego el paquete se emocionaron creo más que yo al ver la caja , saque mi pedido , y no la sueltan jaja",feedback,1
@AppleSupport oi libera a atualizado do sistema pra parar esse bug de não aparecer notificações pfvr,technical_issue,1
@373803 Hi again Jon. Sorry to hear you feel this way. We'll make sure your thoughts are sent over to our devs /JP,feedback,3
"@433677 It's good you stopped by. We will have some in stores on the street date. Be early though, we expect them to sell quickly. Taylor rules!",feedback,1
why can’t I️ type the letter “I” after this update @115858,technical_issue,1
@LondonMidland What day this month does the franchise go? We're all gearing up for a party #londonmidland #nationalrail #hemelhempstead,feedback,1
"@639865 I understand your concern, Satish. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly (1/2) ^BA",feedback,1
"@airtel_care pls, remove whatever subscription you made to my number: 07013555666. I never subscribed to bible whatever. Remove",feedback,1
"Topped up my @O2 data last nite at home, been out this morning and it’s all gone!! How!! I’ve barely used the phone and I’ve had to turn most of my apps off. That’s £25 extra this month in data &amp; I have no idea why 🙀",other,1
@VirginTrains Thanks :),feedback,1
@AskPlayStation Already did that,feedback,1
i hate wells fargo with a burning passion.,feedback,1
@803176 Let's see what is going on. Take a moment and DM me your tracking and contact details. ^ML https://t.co/wKJHDXWGRQ,other,1
@562009 @Tesco I just wanna get to the bottom of this mystery...!!,other,1
"@140021 Olá! Conte para nós, você sabe qual conteúdo vai ler no seu Kindle?. Ficamos curiosos. 🤔😃 ^NB",other,1
@302637 Hi there. Can you follow and DM us your order number please so we can look into this? Thanks!,other,1
"@idea_cares @167065 @11418 @123288 dont port ur no to dis shitty network bro
Dere services r third class",feedback,1
@263800 No worries!,other,1
@115911 #AllkidsMatter,feedback,1
"@168114 Sorry to hear that, what's the current status of the tracking: https://t.co/Y5jpI9gRhE? ^JJ",feedback,1
@266547 Not at the moment no sorry. ^PA,other,1
"@271502 Sorry to see this Tom, please accept our apologies. You can claim for this delay here https://t.co/v2F1XYIfEP^BT",other,1
"@786311 Sirish, you will need to contact our Baggage Service Office if your baggage was damaged in order to create a claim. You may also speak to TSA regarding your search.  *ALA",feedback,1
@XboxSupport new dashboard is horrible,feedback,1
"@162387 Gotcha, thanks. It should definitely work, according to Mike: https://t.co/yto7QU0cqx. Is this happening with multiple discs? ^AK",other,1
"@660253 We appreciate your patience. Due to technical issues, On-the-Go Mobile ordering was temporarily unavailable this morning but is now up and running.",technical_issue,1
@134368 We're here to help! Send us a DM with your email address so we can follow up.,other,1
@180971 Can you try reinstalling the app on both your devices? Just follow the steps at https://t.co/EqisDMwZAT. Keep us posted /RH,feedback,1
@180539 Our Support Team can take a closer look into this! Please connect with us via phone/chat here: https://t.co/hApLpMlfHN ^SH,other,1
@402554 Hi! I'd like to have my team in India try to help! Pls complete the contact request at https://t.co/W7g6iN7ahv. Thank you! ^MG,other,1
@O2 I'm trying to access the o2 priority app and each time I put my mobile number in it tells me I'm not an o2 customer and I am?,feedback,1
@559078 Hello! I've responded to your DM. Please take a look! ^GH,other,1
@556186 @Tesco Going to issue a statement on scufs lately 😂,feedback,1
@Uber_Support That sound like a very robotic reply,other,1
@Tesco Really sure it is 2018? Looking closer there is a difference in colour between products. Thanks for replying. https://t.co/kTY2xkZqVR,feedback,1
@466797 Hi there. Sorry to hear this. What train are you on please? - Josh,other,1
"@SW_Help Again, utterly irrelevant to what I said",other,1
@AppleSupport Yeah that doesn’t help me any,feedback,1
"@British_Airways Trying to check in and get boarding pass. Every single time I try to do this, there is always a problem with system, saying try again later",other,1
My flight's delayed 2 hours because @Delta can't find a First Officer to fly with my pilot 🙄 COME ON MAN.,feedback,3
"@339167 Hi Yamesh, I'm sorry for delay in replying, I have made the store aware and they will remove the extra products. TY - Eve",feedback,1
"@605106 I don't know the reason why it left early, I will report this to the relevant manager",feedback,1
@sainsburys I tried to call the store all morning but was engaged so had to visit the store myself to speak to someone regard an order at the deli.,feedback,1
@547882 A member our team can check this for you when they open in the morning. You can get in touch via https://t.co/IlfkU3UssV ^SB,other,1
@Ask_Spectrum i did that. Twice. A rep emailed me with some info. I️ told him to sign me up. Haven’t heard back. It’s been 3 weeks. i email him. No reply,other,1
"@311291 All stores are ranged for it, Stevey! First come first serve basis :) - Tom",feedback,1
@362491 Hey Hattie! You should be able to reset your password now. Can you give it another shot? Let us know how that goes /TF,feedback,1
"@116062 #worstcustomerservice Me: ""Can you help me find..."" Blue haired employee: ""It might be here or there.. I don't f'ng know!""",feedback,1
"@British_Airways I got hit in the face by a bag - in a pitch dark cabin - and my spectacles went flying (on their own accord) across the aircraft. The crew were so caring and helpful, until they reappeared with the sunrise. From 33D to 31A! #BA245",other,1
"@sainsburys I understand this, but moving the bins and placing signs out like other establishments manage to do would clearly be a help, would they not?",feedback,1
"Every since I️ did an update on my 6+ phone it’s been acting up! Missed/dropped calls, texts, ext. @sprintcare I️ know you want me to upgrade but this is ridiculous!
#disappointedagain
#customersupportbad",feedback,1
@AppleSupport what’s up with this new iPhone update replacing words with boxes and making me look like I talk in hyroglifics,feedback,1
@AirbnbHelp No problem. Doing now.,feedback,1
"@774943 Please send us a Direct Message, so that we can further assist you. -PC",other,1
Yay for the car trolleys 4 kids @Tesco! Please could we have more than 1 at Taplow? They’re so popular &amp; we’ve waited months 4 a go! https://t.co/78PiaMa2Pl,feedback,1
@308343 I'm sorry for the inconvenience.  *TJH,feedback,1
"@AppleSupport Also when trying to reply to SMS&amp;IMESSAGE From notification pull down, once typing it disappears  &amp; closes out the message. Why?",other,1
"@610265 Bonsoir à vous, navrés que vous rencontriez des soucis pour ajouter le compte bancaire. Nous sommes disponibles p... https://t.co/HdAauUwJ29",feedback,1
"Our Gen 1 @115833 wakes up randomly and spouts off random stuff. Should replace it, but we keep it around mainly for comic relief.",other,1
@sainsburys 01832761 - picked up from loughton store https://t.co/tHEOIi1Kh6,other,1
@115873 @Uber_Support I need to make a complaint against one of Uber drivers in Egypt. Whom should I contact,feedback,1
@__art__ and we will continue our conversation there. ^ In,other,1
@127882 Got it. We have found some documentation that might help: https://t.co/f2c1FgttPh ^RS,feedback,1
"@533908 I am sorry you are going through this situation. Can you please DM your tracking #, phone # and complete address. ^LD https://t.co/wKJHDXWGRQ",feedback,1
Seriously @SouthwestAir I've been on 4 flights in the past week - had to wait 4ever for baggage to come off belt every time!!! Redic!,feedback,1
"@239652 Hello Fabien. If you could DM me with your PayPal email, I'd be happy to further assist you. Thanks! ^FM",other,1
@TMobileHelp No.,other,1
@316729 Please let us know if you need any help unblocking  your card. Thank you! ^az,feedback,3
"@627816 Thanks for flying w/us, Tim! Enjoy the rest of your trip. -Suli",feedback,1
@AmericanAir @164688 interesting to be boarded and then have the pilot say that we’re just waiting for fuel. I would say fuel is a fairly critical component for a plane to fly!!!! 🤦‍♂️,other,1
@marksandspencer And the staff always laughing and joking between themselves even when they queues are massive. This is not a one off it is always like this.,feedback,3
"@AskPlayStation I Have a PS3 super slim, it plays regular DVD movies and Blu Ray games well, but it will not play Blu Ray movies. can you help me solve this problem.",other,1
@idea_cares Using idea no. as standby and making receiving few calls  does it make the no. dead in your records,other,1
"@hulu_support It is in My Stuff but episodes only seem to record if it individually add each episode. If I don't, it won't record.",technical_issue,1
@318709 Sorry to hear about the trouble. Please reply to us in-app or by e-mail to continue communication on this. We're happy to help!,feedback,1
@634399 We will be happy to look into that error! Please follow and then DM us for assistance.,feedback,1
"@Delta Perfect, thank you so much for your help! I'll be there. :)",feedback,1
"@131301 I'm afraid Belinda, as this product belongs to Danone you would need to speak to them. They will be the best people to speak to. TY - Jayne",feedback,1
"@162245 Sorry for any disappointment, Jessie! Our rights expired, but we'll share the interest in seeing the films return. 💚",feedback,1
@115850  https://t.co/cQPVc85DMD,other,1
"@AmazonHelp Per this string, I already completed this....I did it on the evening of 11/12 with no 12 hour response.",feedback,1
"@250686 Excellent! That’s what we like to hear. If you need us down the road just message us. We're here from 5am until 8pm Pacific time, and always happy to help.",feedback,1
@220965 Go ahead and send us a DM and let us know what country you're located in. We'll be happy to continue there. https://t.co/GDrqU22YpT,other,1
"@640639 Ashlee, we definitely understand your frustration. If you want us to further assist you please send us a DM with your email address. ^GAA",feedback,3
"@814993 Good afternoon, Jon. Sorry for any trouble. Feel free to DM us your confirmation number if we can lend a hand. ^AB",feedback,1
My @115873 driver for real just tried to drive away with my groceries,feedback,1
"@AmericanAir No, I won’t. I will continue the process of saying in all social media the terrible service that you provide!! Everyday a new reminder to other people use another company 😉",feedback,1
@115911 the @239217 that is literally just down the road from HQ isn't participating in #TMobileTuesdays c'mon man! #nofreebowl @115913 https://t.co/VyqdXKcoB5,other,1
when will my lyft drivers stop flirting w me/ asking me out on dates? i will never know.,other,1
"@805077 We were experiencing difficulties yesterday, but our Team is on the case and everything is reported to be running again. So sorry for any trouble, Skye. ^AB",feedback,1
@120246 I sincerely apologize for the technical troubles you are experiencing with your Dell system. It looks like there may be a problem with (1),feedback,1
"@116068 @31489 For the third time in about a week a ""GoCentral"" trial (30 days free, after that there is monthly fee) has been added to my GoDaddy account. The third time it was added to my account, today, I have not even logged in to GoDaddy! Unable to delete it. Why does this keep happening?",feedback,3
"@572866 The issue is resolved in the iOS 11.1.1 update. If you haven't yet, backup, update, and see if that helps. Check out this article for the steps: https://t.co/ahjigcvFRG",feedback,1
"@488110 Beautiful! Thanks for flying w/us, Nicole! Enjoy the rest of your flight :)  -Suli",feedback,1
@ChipotleTweets forgot to give me my pineapple orange banana nectar drink,account_issue,1
"worst service @115850  cash load service is worst
not received my cash in amazon pay balance",feedback,1
"@581505 Hi! Great question. Sometimes, the confirmations emails are a little delayed. Please give it a little time to appear. Thank you! ^ES",other,1
@372942 Hey Matt can you confirm the store here please: https://t.co/e5RuL1lGqx? Maclaine,feedback,1
@VerizonSupport It works on Firefox currently. I was able to log on Firefox.,feedback,1
@AmazonHelp https://t.co/F9QASfmol5 ha salido hoy y esta disponible con librerias externas pero si escojo la opcion de amazon pone que esta agotado https://t.co/aamo3rkuMR,feedback,1
@496710 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,other,1
@VerizonSupport hey is there an outage in Reston va ? We have all green lights but nothing connects,feedback,1
Sofritas salad from @ChipotleTweets 😍 https://t.co/FHDOk1m3Wu,feedback,1
@Safaricom_Care how do I switch to 4G from 3G?,feedback,1
I think sometimes compliments aren’t made enough. I can’t thank @O2 customer service enough for their fantastic support and care #canIgotoStarWarsPremiere,feedback,1
"@270582 @ATVIAssist Hey there, we're still doing some testing with HQ and will follow up when we have more updates. Thanks for your patience!",other,1
My voicemail doesn’t work @AppleSupport please take your update back. I don’t want it.,feedback,1
I hate this updated version of Spotify. I can’t find nothing!! @115888 please go back to the old version.,feedback,1
@216484 You can forward any suspicious email you receive to __email__. Thanks for your cooperation. ^mm,other,1
@McDonalds we're glad you have mobile ordering since it helped us beat the crowd today and find a great table too! 💯 #SundayBrunch https://t.co/phuErEaucu,feedback,1
@427440 Could you DM us and we can talk this through,other,1
WHY DOES MY PHONE CHANGE THE LETTER I️ TO AN EXCLAMATION POINT AND A QUESTION MARK I️ DONT UNDERSTNAD,technical_issue,1
@GWRHelp I feel sorry for the staff who have to handle this on the frontline Phil. We paid over £400 for the #worsttrainserviceineurope,feedback,1
@367806 I'll get this logged with our buyers for internal review. If you DM your Nectar card number using the below link I'll arrange a full...1/2 https://t.co/MdMtnTlX6H,feedback,1
"Hey @115873 one of your drivers just threatened to run me over with his car. Anyone in NY, be careful, stay away from lobsang #uber #rude https://t.co/uaghBNNbOM",feedback,1
@330669 @116136 @330669 you still struggling brother? 😂😂😂,feedback,1
@TfL I've DM'd it.,feedback,1
Regretting my decision to switch to @115714 😡,feedback,1
@115850 Amazon India performance not at desired level. Order executed by Sharpdeals for Beetel Landline telephone set model M59 emits beep beep sounds every night at 12.00. Not able to persuade the seller to replace the defective item.,feedback,1
"@672996 Thanks for clarifying that. We'll be happy to help and to start, can you tell us if you've already restarted your device yet? If not, let's give that a try: https://t.co/OWRDHWSt4h",feedback,1
Is there a @115714 outage in upstate NY? I can't make or receive calls on my phone. LTE and texts are working,technical_issue,1
@AmazonHelp I've eagle's eye on my mailbox but haven't got any update yet.,shipping_issue,1
@Ask_WellsFargo And still waiting without access.,account_issue,3
WOW - welling up here with all the Christmas feels 🤗🎅🎄What a wonderful Christmas tale @marksandspencer #lovethebear https://t.co/qpXFeEmyPe,feedback,1
"@810554 Yes, it's available on Amazon Prime India. ^SY",feedback,1
@348254 Spectrum is currently working with Viacom to reach an agreement that is fair for everyone. -MS,other,1
@SouthwestAir tell me Demore is on OUR flight in 2 days?!?!  Now THAT's how you relieve the stress of travel days!  ❤️❤️❤️MySWA! ✈️💯,feedback,1
"@Uber_Support @Uber_Support can anyone help me please, this is pretty urgent thanks, and my account has been compromised due to your poor security.",feedback,3
@116136 @comcastcares I’ve been on hold forever w/o a single person answering. Sent DM w/ no response from u. 47 min on hold??? https://t.co/YCE1zyyCan,other,1
@sainsburys I would prefer to exchange it for something dairy free. Is that possible?,feedback,1
@294657 とんでもないことでございます。その他ご不明点がございましたら、お気軽にお知らせください。TN,other,1
@British_Airways new website = terrible. New Safety message onboard = embarassing as you are making a joke out of security. Not good.,other,1
"@807537 I apologize you're experiencing difficulties with the app. Try updating and/or reinstalling it. If this doesn't work, send a DM with your full name, address, and phone # (no acct #) so I can try to help. To speak with an online specialist call 1-800-956-4442. Thx. ^MH https://t.co/q1oBDuYAdh",feedback,1
"@279909 Thanks for clarifying. While I understand this may be disappointing, please reach us here: https://t.co/JzP7hlA23B for available options if the tracking hasn't updated by morning. ^EZ",feedback,1
Is “checking-in for @SouthwestAir flight anxiety” a diagnosable psychiatric illness yet?,other,1
@AppleSupport It pops up every time I look at my phone after I come out of the subway. Global setting? I just installed iOS and haven’t looked at new features yet but I wish default wasn’t to bother me repeatedly,feedback,1
@695257 about your concern for better assistance? (2/2)^YP,feedback,2
"@438276 I'm very sorry, this product shouldn't have been on the shelves. I'll make sure that the store manager is made aware of this...1/2",feedback,1
Just took the longest survey I have ever taken in life. @115850 https://t.co/8Nw5PPtrmf,other,1
"@512801 Thanks for the kind words,  Jai! We always love hearing this from our customers! Feel free to share your feedback about the agent who helped as they will email you a survey asking you about your experience.  Have a super day! 
-Anita",feedback,1
"@769023 We'll be happy to take a look into it. Does this happen in other locations, or just this one?",feedback,1
@419765 (2/2) ... Fulfillment Center. Our order summary page displays customized delivery date(s) for your chosen address. ^AJ,shipping_issue,2
"@547956 Heya Tristan, we have not heard of any errors like this, do you mind DM'ing us so we can get a bit more info? ^JL",other,1
"@346394 Aquí estamos entrenando para entregarte tu pedido, Partin 😉 ^LG https://t.co/L2vWd2AbvP",feedback,1
@564573 Could you please tell us more about the issue for better understanding Rushabh? ^HN,feedback,1
@119696 what's the difference between off peak and super off peak return please? Can't find on your website! Thanks,feedback,1
"I’m generally happy w/ @AmericanAir, but not your best day today. Love, EP customer. #CustomerExperience",feedback,1
Crisis! Delayed @VirginTrains means I might miss my 19:35 connection at Newark to Lincoln - and not get back to see @86632 - I've had a pretty rubbish day doing my anaesthetic exam - can anyone help?!,other,1
Thanks for the great customer service @AmericanAir waited for an hour and half at the check in desk only to miss my flight#AmericanAirlines,feedback,1
"@517857 @68613 @116062 Just asking, will the photos be different in each magazine?",other,1
@Tesco my son spotted an interesting spelling of chocolate on one of your products. https://t.co/EfaaO3aGMy,feedback,1
"@713623 Look at you glow, Jen!",feedback,1
@AirbnbHelp NOPE. NO GO. I can accept or decline no worries. But message the guest? Fuhggeda bout it. So now I have TWO reservation request just sitting. One from last night!!,feedback,1
"@AmazonHelp Here is the picture. I was smelling something really funny out of it. Again, sorry about my initial tweet. https://t.co/4gClrxm5UW",other,1
@O2 an upgrade,other,1
@736025 We sincerely apologize for this order experience. Could you please DM us with your order number and email address so we can look further into this? We look forward to being able to further assist you. https://t.co/bEVlRVM6db,other,1
@489823 Hey! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /NQ,feedback,1
@117196 I have been with you guys for years &amp; im tired of not having a signal. Not being able to afford a new phone. About to switch!,technical_issue,3
Why y’all got employees out here wrapping burritos like a goddamn dinosaur egg??? @ChipotleTweets these two soho locations garbage,feedback,1
@814881 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,other,1
"@252710 If you would like us to check on this for you, could you DM us the phone number associated with your account? https://t.co/SXpdictw1A",other,1
@AskPlayStation The controller ain't switching on,technical_issue,1
@AdobeCare Thank you! I’ll see how it goes and will let you know.,feedback,1
@AmazonHelp @302018 Please add support for prime video for India on @127972. It can’t be that hard surely! Maybe someone needs to flip a switch somewhere :),feedback,1
@229355 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /SP,other,1
@GWRHelp And how does that explain the absence of  carriage B on this service with people lying on floor of other carriages? Meaningless platitude.,other,1
"@667759 Since there has been a carrier delay, please let us know if it hasn't arrived tomorrow. ^ZW",feedback,1
@551139 Hey there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,other,1
"@483711 Can you let us know the device, operating system, and version of Spotify you're using? /FR",feedback,1
@709396 This is concerning. Could you write to us here https://t.co/nrhUDiEk7G with more info? -Jillian,other,3
@771192 I'm sorry you are having an issue. What is your zip code? I will check to see if there was an outage during that time. ^AS,feedback,1
"@AmazonHelp I understand, but I already followed support yesterday, yet this ecom logistics continue to baffle me. Updating tracking status wrongly?",other,1
"@AmazonHelp @120540 E meno male che ho usato Prime @120540! Ordinato lunedi, avrò il pacco domani! Che delusione la mia prima volta Prime 😡",feedback,1
"@sprintcare your website sucks! I've hit ""resend code"" 3 friggin times now and guess what? No friggin code! #FAIL #sprint #crappydesign",feedback,1
@792383 Thanks. Looping in @129007 for assistance. ^B,feedback,1
"@sainsburys Hi Robbie, it was the bromley store",feedback,1
@218897 Your time is important and we're aware. We'll get to you ASAP!,feedback,1
"@218155 Hi. Glad you reached out, Jonas. Just to clarify, are you using Office for business or for personal?",other,1
"@629803 @520794 1/2 Hello there. Please feel free to reach out to our Customer Service Team for rush delivery requests. Additionally,",other,2
@757630 Você tentou contatar com o vendedor externo para mais detalhes? ^LG,feedback,1
"@GooglePlayMusic I'm going to buy the single from @80217, #GlassSlipper, just take me one doubt, the amount will be credited only once will not it? +",feedback,1
"@215911 Hi, How can we help? Could you give us more details regarding your concern?",other,1
@116076 well...been on hold for a manager for over 20 mins now...thanks guys!!! Dinner is jacked and so is my night 🤦‍♂️,feedback,1
"@AppleSupport Well thanks, i will do it.",feedback,1
"@364981 That's no good! Any error messages? Does this happen w/ads perhaps? For now, please try a quick reboot of your TV+modem/router.",other,1
"So my @115817 MyChoice scheduled delivery for November 2 didn't arrived, and was rescheduled to November 3 by EOD. I spent the day waiting. 1/",shipping_issue,1
@207163 I'm sorry about the situation. You may replace the orders using the link here:  https://t.co/3yqvLnyTxi ^SG,other,1
Does anyone know of this email is real?? Haven't ordered anything off @115830 @4088 @AmazonHelp for years........ https://t.co/jD2i7hitRf,other,1
"@160786 Please give us a call at 1-800-379-6453 (8a-5p PT, M-F) to assist you further.",other,1
"I️’be been a loyal Amazon Prime customer for years, I️ am disappointed because I’m still waiting on my package...  #Amazon #AmazonPrime",shipping_issue,1
